REQUESTQty,SHIPDays,APROVEDQty,STOCKprice,AWARDprice,INVprice,BeginINV,ENDInv
3698,0,3698,4.07,2.6441,3.7488,9777.88,13863.06
4755,0,4755,3.86,2.4191,3.5238,11502.82,16755.67
4755,0,4755,3.86,2.4191,3.5238,11502.82,16755.67
4755,0,4755,3.86,2.4191,3.5238,11502.82,16755.67
4755,0,4755,3.86,2.4191,3.5238,11502.82,16755.67
4755,0,4755,3.86,2.4191,3.5207,11502.82,16740.93
1585,0,1585,3.86,2.4191,3.5207,3834.27,5580.31
9510,0,9510,3.86,2.4191,3.5207,23005.64,33481.86
4755,0,4755,3.86,2.4191,3.5207,11502.82,16740.93
3704,1,3704,3.888,2.0916,3.0342,7747.29,11238.68
4762,1,4762,3.888,2.1856,3.1282,10407.83,14896.49
9524,1,9524,3.888,2.0953,3.0379,19955.64,28932.96
5283,2,5283,4.07,2.371,3.0955,12525.99,16353.53
4227,1,4227,4.07,2.5517,3.2762,10786.04,13848.5
24832,2,24832,3.888,2.4544,3.3257,60947.66,82583.78
4755,0,4755,3.86,2.4191,3.5207,11502.82,16740.93
3698,0,3698,3.888,2.8089,3.7515,10387.31,13873.05
3170,0,3170,3.888,2.8089,3.7515,8904.21,11892.26
2642,0,2642,3.888,2.8089,3.7515,7421.11,9911.46
5341,1,5341,4.07,2.2112,2.9066,11810.02,15524.15
1056,0,1056,3.888,2.8089,3.7515,2966.2,3961.58
3700,2,3700,4.07,2.38,3.0754,8806,11378.98
9511,3,9511,4.07,2.1954,2.8908,20880.45,27494.4
9528,1,9528,4.07,2.1954,2.8908,20917.77,27543.54
3715,1,3715,4.07,2.38,3.0754,8841.7,11425.11
1057,3,1057,4.07,2.3727,3.0681,2507.94,3242.98
1059,1,1059,4.07,2.3727,3.0681,2512.69,3249.12
7386,2,7386,3.888,2.1771,3.1197,16080.06,23042.1
7394,1,7394,3.888,2.1771,3.1197,16097.48,23067.06
1585,0,1585,3.888,2.5089,3.3802,3976.61,5357.62
2113,0,2113,4.07,2.6441,3.7432,5586.98,7909.38
4755,0,4755,3.86,2.4191,3.5182,11502.82,16729.04
4755,0,4755,3.86,2.4191,3.5182,11502.82,16729.04
4755,0,4755,3.86,2.4191,3.5182,11502.82,16729.04
7386,3,7386,3.888,2.1771,3.1197,16080.06,23042.1
3681,4,3681,3.888,2.1819,3.2482,8031.57,11956.62
1585,0,1585,3.888,2.5089,3.4515,3976.61,5470.63
9582,6,9582,3.888,2.3955,3.2668,22953.68,31302.48
5388,4,5388,4.07,2.2112,2.9357,11913.95,15817.55
5386,3,5386,4.07,2.2112,2.9357,11909.52,15811.68
2669,3,2669,4.07,2.1852,2.9097,5832.3,7765.99
3728,4,3728,4.07,2.38,3.1045,8872.64,11573.58
6391,4,6391,4.07,2.1954,2.9199,14030.8,18661.08
3685,1,3685,4.07,2.31,3.1293,8512.35,11531.47
5312,1,5312,4.07,2.2112,3.0305,11745.89,16098.02
1588,4,1588,3.888,2.2504,3.1217,3573.64,4957.26
19020,5,19020,3.888,2.4544,3.3257,46682.69,63254.81
20077,4,20077,3.888,2.4544,3.3257,49276.99,66770.08
4227,6,4227,3.888,2.4835,3.3548,10497.75,14180.74
9035,12,9035,3.888,2.3955,3.2668,21643.34,29515.54
2118,4,2118,3.888,2.2504,3.1217,4766.35,6611.76
37694,3,37694,3.888,2.1374,3.0087,80567.16,113409.94
9036,11,9036,3.888,2.3955,3.2668,21645.74,29518.8
9534,3,9534,3.888,2.0953,2.9666,19976.59,28283.56
4769,2,4769,3.888,2.1856,3.0569,10423.13,14578.36
3699,1,3699,3.888,2.108,3.0506,7797.49,11284.17
9538,2,9538,3.888,2.0953,2.9666,19984.97,28295.43
3699,1,3699,3.888,2.1068,3.0494,7793.05,11279.73
28047,1,28047,3.888,2.1374,3.08,59947.66,86384.76
4755,6,4755,3.86,2.4191,3.5182,11502.82,16729.04
4755,6,4755,3.86,2.4191,3.5182,11502.82,16729.04
4755,6,4755,3.86,2.4191,3.5182,11502.82,16729.04
3962,5,3962,3.888,2.8089,3.6802,11128.86,14580.95
4755,5,4755,3.888,2.8089,3.6802,13356.32,17499.35
2113,5,2113,3.888,2.8089,3.6802,5935.21,7776.26
4755,5,4755,3.86,2.4191,3.5182,11502.82,16729.04
4755,5,4755,3.86,2.4191,3.5182,11502.82,16729.04
3725,1,3725,4.07,2.31,3.0345,8604.75,11303.51
3697,3,3697,3.888,2.8089,3.7515,10384.5,13869.3
4755,3,4755,4.07,2.6441,3.7457,12572.7,17810.8
4755,2,4755,3.86,2.4191,3.5207,11502.82,16740.93
66220,3,66220,3.888,2.2955,3.2084,152008.01,212460.25
66220,2,66220,3.888,2.2955,3.2084,152008.01,212460.25
66360,1,66360,3.888,2.2955,3.2084,152329.38,212909.42
2113,0,2113,3.888,2.8089,3.6802,5935.21,7776.26
4755,0,4755,3.86,2.4191,3.5182,11502.82,16729.04
4756,6,4756,3.888,2.3955,3.4618,11393,16464.32
8990,5,8990,3.888,2.3955,3.4618,21535.55,31121.58
4765,3,4765,3.888,2.3955,3.4618,11414.56,16495.48
66948,3,66948,3.88,2.2955,3.3618,153679.13,225065.79
18956,1,18956,3.888,2.1374,3.1005,40516.55,58773.08
3702,5,3702,4.07,2.1852,2.8972,8089.61,10725.43
2117,4,2117,4.07,2.1852,2.8972,4626.07,6133.37
13722,7,13722,3.888,2.3955,3.4618,32871.05,47502.82
528,0,528,3.888,2.5089,3.4515,1324.7,1822.39
3693,3,3693,3.888,2.0916,3.0342,7724.28,11205.3
3693,2,3693,3.888,2.0916,3.0342,7724.28,11205.3
3697,1,3697,3.888,2.0916,3.0342,7732.65,11217.44
5314,3,5314,4.07,2.31,3.0345,12275.34,16125.33
1064,2,1064,4.07,2.3727,3.0972,2524.55,3295.42
3720,3,3720,4.07,2.31,3.0345,8593.2,11288.34
9510,2,9510,3.86,2.4191,3.5207,23005.64,33481.86
3718,2,3718,4.51,2.3453,3.2166,8719.83,11959.32
5283,3,5283,4.07,2.371,3.083,12525.99,16287.49
8188,6,8188,3.888,2.8089,3.6802,22999.27,30133.48
4755,6,4755,3.888,2.8089,3.6802,13356.32,17499.35
4755,6,4755,3.888,2.8089,3.6802,13356.32,17499.35
792,6,792,3.888,2.8089,3.6802,2224.65,2914.72
792,6,792,4.07,2.6441,3.7432,2094.13,2964.61
23730,3,23730,3.888,2.1374,3.2037,50720.5,76023.8
4755,6,4755,4.07,2.6441,3.7432,12572.7,17798.92
4227,6,4227,3.86,2.4191,3.5182,10225.54,14871.43
7362,1,7362,3.888,2.1771,3.2434,16027.81,23877.91
19160,1,19160,3.88,2.2955,3.3618,43981.78,64412.09
11359,0,11359,3.888,2.8089,3.8752,31906.3,44018.4
46419,3,46419,3.88,2.2955,3.2381,106554.81,150309.36
4245,3,4245,3.888,2.3955,3.3381,10168.9,14170.23
9526,3,9526,3.888,2.0961,3.0387,19967.45,28946.66
3704,3,3704,3.888,2.0916,3.0342,7747.29,11238.68
9526,3,9526,3.888,2.0953,3.0379,19959.83,28939.04
4764,2,4764,3.888,2.1856,3.1282,10412.2,14902.74
9528,2,9528,3.888,2.0953,3.0379,19964.02,28945.11
3704,3,3704,3.888,2.1771,3.1197,8063.98,11555.37
4226,4,4226,4.07,2.6441,3.7432,11173.97,15818.76
6868,4,6868,3.888,2.8089,3.6802,19291.53,25275.61
9705,0,9705,3.888,2.8089,3.6802,27260.37,35716.34
9496,2,9496,3.888,2.0961,3.0387,19904.57,28855.5
532,1,532,4.07,2.3727,3.0972,1262.28,1647.71
4790,1,4790,4.07,2.31,3.0345,11064.9,14535.26
47251,0,47251,3.888,2.1374,3.0087,100994.29,142164.08
9496,2,9496,3.888,2.0953,3.0379,19896.97,28847.9
9506,1,9506,3.888,2.0953,3.0379,19917.92,28878.28
1585,0,1585,3.888,2.5089,3.3802,3976.61,5357.62
9510,2,9510,3.86,2.4191,3.5182,23005.64,33458.08
12152,0,12152,3.888,2.8089,3.6802,34133.75,44721.79
2123,4,2123,4.07,2.7027,3.4272,5737.83,7275.95
3724,2,3724,4.07,2.38,3.1045,8863.12,11561.16
10766,3,10766,4.07,2.2112,2.9357,23805.78,31605.75
3720,3,3720,4.07,2.1954,2.9199,8166.89,10862.03
4256,2,4256,4.07,2.1954,2.9199,9343.62,12427.09
1594,3,1594,4.07,2.3727,3.0972,3782.08,4936.94
4755,4,4755,3.86,2.4191,3.5182,11502.82,16729.04
3685,3,3685,3.888,2.1592,3.2255,7956.65,11885.97
4755,4,4755,3.86,2.4191,3.5182,11502.82,16729.04
7416,3,7416,3.888,2.1819,3.0532,16180.97,22642.53
4244,1,4244,3.888,2.1644,3.0357,9185.71,12883.51
9548,1,9548,3.888,2.0961,2.9674,20013.56,28332.74
3713,1,3713,3.888,2.0916,2.9629,7766.11,11001.25
3181,1,3181,3.888,2.1856,3.0569,6952.39,9724
5389,1,5389,4.07,2.2112,2.9357,11916.16,15820.49
5868,1,5868,4.07,2.1852,2.9097,12822.75,17074.12
9580,1,9580,4.07,2.1954,2.9199,21031.93,27972.64
41934,1,41934,3.888,2.1374,3.0087,89629.73,126166.83
3712,0,3712,3.888,2.1771,3.0484,8081.4,11315.66
9006,3,9006,3.888,2.3955,3.3381,21573.87,30062.93
9524,1,9524,3.888,2.0953,3.0379,19955.64,28932.96
4770,2,4770,3.888,2.3955,3.3381,11426.54,15922.74
7408,1,7408,3.888,2.1771,3.1197,16127.96,23110.74
3704,1,3704,3.888,2.108,3.0506,7808.03,11299.42
3704,1,3704,3.888,2.1068,3.0494,7803.59,11294.98
28097,1,28097,3.888,2.1374,3.08,60054.53,86538.76
1061,1,1061,3.888,2.2504,3.193,2387.67,3387.77
3710,2,3710,3.888,2.1669,3.1095,8039.2,11536.25
1585,8,1585,2.41,3.0512,3.7757,4836.15,5984.48
9584,2,9584,3.88,2.2955,3.2381,22000.07,31033.95
67116,1,67116,3.88,2.2955,3.2381,154064.78,217328.32
4755,2,4755,3.888,2.8089,3.6802,13356.32,17499.35
1585,24,1585,3.888,2.6917,3.563,4266.34,5647.36
19240,1,19240,3.88,2.2955,3.1668,44165.42,60929.23
7447,0,7447,3.88,2.5266,3.3979,18815.59,25304.16
14319,0,14319,3.888,2.0953,2.9666,30002.6,42478.75
1060,2,1060,4.07,2.3727,3.0681,2515.06,3252.19
4778,3,4778,4.07,2.31,3.0054,11037.18,14359.8
3716,3,3716,4.07,2.31,3.0054,8583.96,11168.07
3709,2,3709,4.07,2.38,3.0754,8827.42,11406.66
7424,5,7424,3.888,2.108,2.9793,15649.79,22118.32
41962,5,41962,3.888,2.1374,3.0087,89689.58,126251.07
3165,3,3165,3.888,2.1856,3.1282,6917.42,9900.75
14319,4,14319,3.888,2.0953,2.9666,30002.6,42478.75
528,0,528,3.888,2.5089,3.3802,1324.7,1784.75
9510,3,9510,3.86,2.4191,3.5182,23005.64,33458.08
3706,4,3706,3.888,2.0916,2.9629,7751.47,10980.51
2642,3,2642,3.86,2.4191,3.5182,6391.26,9295.08
4235,5,4235,3.888,2.1644,3.0357,9166.23,12856.19
3196,0,3196,4.07,2.1954,2.9199,7016.5,9332
533,0,533,4.07,2.3727,3.0972,1264.65,1650.81
7410,2,7410,3.888,2.1771,3.0484,16132.31,22588.64
4755,2,4755,3.86,2.4191,3.5182,11502.82,16729.04
1065,4,1065,4.07,2.3727,3.0972,2526.93,3298.52
4793,4,4793,4.07,2.31,3.0345,11071.83,14544.36
14244,3,14244,3.888,2.0953,3.0379,29845.45,43271.85
4247,1,4247,4.07,2.3808,3.0762,10111.26,13064.62
28782,1,28782,3.88,2.2955,3.2381,66069.08,93198.99
3731,1,3731,3.88,2.5266,3.4692,9426.74,12943.59
13794,1,13794,3.888,2.3955,3.3381,33043.53,46045.75
4233,1,4233,3.888,2.1864,3.129,9255.03,13245.06
3704,1,3704,3.888,2.1864,3.129,8098.43,11589.82
9524,1,9524,3.888,2.0961,3.0387,19963.26,28940.58
3704,1,3704,3.888,2.1819,3.1245,8081.76,11573.15
3704,1,3704,3.888,2.0916,3.0342,7747.29,11238.68
264,0,264,3.888,2.8089,3.7515,741.55,990.4
1585,0,1585,3.888,2.5089,3.4515,3976.61,5470.63
4755,0,4755,3.888,2.8089,3.7515,13356.32,17838.38
6870,3,6870,3.888,2.8089,3.7515,19297.14,25772.81
7475,4,7475,3.88,2.5266,3.3979,18886.34,25399.3
4767,3,4767,3.888,2.1116,2.9829,10066,14219.48
3706,4,3706,3.888,2.1864,3.0577,8102.8,11331.84
9530,4,9530,3.888,2.0961,2.9674,19975.83,28279.32
4237,17,4237,3.888,2.1644,3.0357,9170.56,12862.26
528,9,528,3.888,2.8089,3.6802,1483.1,1943.15
7398,1,7398,3.888,2.1771,3.1197,16106.19,23079.54
3713,1,3713,3.888,2.2504,3.1217,8355.74,11590.87
32949,1,32949,3.888,2.1374,3.0087,70425.19,99133.66
3739,0,3739,4.07,2.1852,2.9097,8170.46,10879.37
9509,2,9509,3.86,2.4191,3.5182,23003.22,33454.56
4755,2,4755,3.86,2.4191,3.5182,11502.82,16729.04
1585,0,1585,3.888,2.5089,3.3802,3976.61,5357.62
12179,0,12179,3.888,2.8089,3.6502,34209.59,44455.79
3695,0,3695,3.12,2.38,3.3253,8794.1,12286.98
3689,2,3689,3.12,2.31,3.423,8521.59,12627.45
3695,3,3695,3.12,2.31,3.423,8535.45,12647.99
1056,0,1056,2.98,2.8089,3.7799,2966.2,3991.57
5227,3,5227,4.07,2.2112,3.2382,11557.94,16926.07
5230,1,5230,4.07,2.2112,3.2382,11564.58,16935.79
10477,19,10477,4.07,2.2112,3.0266,23166.74,31709.69
5243,0,5243,4.07,2.2112,3.2382,11593.32,16977.88
10476,20,10476,4.07,2.2112,3.0266,23164.53,31706.66
14106,1,14106,3.888,2.1374,2.989,30150.16,42162.83
1000,1,1000,3.888,2.8089,3.6605,2808.9,3660.5
5239,3,5239,4.07,2.2112,3.2213,11584.48,16876.39
5255,1,5255,4.07,2.2112,3.2213,11619.86,16927.93
5185,3,5185,4.07,2.31,3.3201,11977.35,17214.72
4164,1,4164,4.07,2.31,3.3201,9618.84,13824.9
3643,1,3643,4.07,2.41,3.4201,8779.63,12459.42
66122,3,66122,3.888,2.2955,3.2084,151783.05,212145.82
42534,2,42534,3.888,2.2955,3.2084,97636.8,136466.09
66220,1,66220,3.888,2.2955,3.2084,152008.01,212460.25
4700,1,4700,4.07,2.31,3.3201,10857,15604.47
3133,1,3133,4.07,2.3656,3.3757,7411.42,10576.07
3698,2,3698,3.888,2.8089,3.7218,10387.31,13763.22
1000,1,1000,3.888,2.8089,3.7218,2808.9,3721.8
4283,1,4283,3.888,2.8089,3.6189,12030.52,15499.75
1000,1,1000,3.888,2.8089,3.6189,2808.9,3618.9
120,1,120,3.888,2.8089,3.6502,337.07,438.02
15322,0,15322,3.888,2.8089,3.6502,43037.97,55928.36
264,0,264,4.07,2.6441,3.6734,698.04,969.78
4755,0,4755,4.07,2.6441,3.6734,12572.7,17467.02
5274,1,5274,4.07,2.2112,3.2055,11661.87,16905.81
14181,1,14181,3.888,2.1374,2.9787,30310.47,42240.94
1849,0,1849,3.888,2.8089,3.6502,5193.66,6749.22
14187,0,14187,3.888,2.1374,2.9787,30323.29,42258.82
2627,0,2627,3.888,2.2504,3.0917,5911.8,8121.9
1051,0,1051,3.888,2.2504,3.0917,2365.17,3249.38
2642,0,2642,3.888,2.8089,3.6502,7421.11,9643.83
528,0,528,4.07,2.6441,3.6734,1396.08,1939.56
4755,0,4755,3.86,2.4191,3.5238,11502.82,16755.67
5313,3,5313,4.07,2.2112,2.9232,11748.11,15530.96
5326,2,5326,4.07,2.2112,2.9232,11776.85,15568.96
5332,1,5332,4.07,2.2112,2.9232,11790.12,15586.5
3688,1,3688,4.07,2.38,3.092,8777.44,11403.3
9479,3,9479,4.07,2.1954,2.9074,20810.2,27559.24
9482,1,9482,4.07,2.1954,2.9074,20816.78,27567.97
527,3,527,4.07,2.3727,3.0847,1250.41,1625.64
1054,1,1054,4.07,2.3727,3.0847,2500.83,3251.27
5266,3,5266,4.07,2.31,3.022,12164.46,15913.85
3691,2,3691,4.07,2.41,3.122,8895.31,11523.3
4214,1,4214,4.07,2.31,3.022,9734.34,12734.71
47640,3,47640,3.88,2.2955,3.3618,109357.62,160156.15
66878,1,66878,3.88,2.2955,3.3618,153518.45,224830.46
9482,4,9482,3.888,2.0961,3.1624,19875.22,29985.88
3689,3,3689,3.888,2.1864,3.2527,8065.63,11999.21
9486,3,9486,3.888,2.0961,3.1624,19883.6,29998.53
7376,4,7376,3.888,2.0916,3.1579,15427.64,23292.67
7378,3,7378,3.888,2.0916,3.1579,15431.82,23298.99
3689,2,3689,3.888,2.0916,3.1579,7715.91,11649.49
9483,4,9483,3.888,2.0953,3.1616,19869.73,29981.45
4743,3,4743,3.888,2.0953,3.1616,9938.01,14995.47
4744,2,4744,3.888,2.0953,3.1616,9940.1,14998.63
3689,3,3689,3.888,2.108,3.1743,7776.41,11709.99
3689,2,3689,3.888,2.108,3.1743,7776.41,11709.99
27919,4,27919,3.888,2.1374,3.2037,59674.07,89444.1
3688,4,3688,3.888,2.2504,3.3167,8299.48,12231.99
23715,3,23715,3.888,2.1374,3.2037,50688.44,75975.75
3689,3,3689,3.888,2.2504,3.3167,8301.73,12235.31
23720,2,23720,3.888,2.1374,3.2037,50699.13,75991.76
18984,1,18984,3.888,2.1374,3.2037,40576.4,60819.04
3705,4,3705,3.88,2.5266,3.5929,9361.05,13311.69
38384,3,38384,3.88,2.2955,3.1668,88110.47,121554.45
9036,3,9036,3.888,2.3955,3.2668,21645.74,29518.8
9038,2,9038,3.888,2.3955,3.2668,21650.53,29525.34
3723,1,3723,3.888,2.1669,3.0382,8067.37,11311.22
10106,1,10106,3.888,2.3955,3.2668,24208.92,33014.28
9534,3,9534,3.888,2.0961,2.9674,19984.22,28291.19
4764,2,4764,3.888,2.1864,3.0577,10416.01,14566.88
9528,2,9528,3.888,2.0961,2.9674,19971.64,28273.39
9532,1,9532,3.888,2.0961,2.9674,19980.03,28285.26
3708,3,3708,3.888,2.0916,2.9629,7755.65,10986.43
3708,3,3708,3.888,2.3766,3.2479,8812.43,12043.21
3705,2,3705,3.888,2.0916,2.9629,7749.38,10977.54
3707,1,3707,3.888,2.0916,2.9629,7753.56,10983.47
3178,3,3178,3.888,2.1856,3.0569,6945.84,9714.83
14301,3,14301,3.888,2.0953,2.9666,29964.89,42425.35
9528,2,9528,3.888,2.0953,2.9666,19964.02,28265.76
4766,1,4766,3.888,2.1856,3.0569,10416.57,14569.19
9532,1,9532,3.888,2.0953,2.9666,19972.4,28277.63
3705,2,3705,3.888,2.1771,3.0484,8066.16,11294.32
3705,2,3705,3.888,2.1771,3.0484,8066.16,11294.32
7416,3,7416,3.888,2.1771,3.0484,16145.37,22606.93
7414,1,7414,3.888,2.1771,3.0484,16141.02,22600.84
3708,3,3708,3.888,2.108,2.9793,7816.46,11047.24
4764,2,4764,3.888,2.1116,2.9829,10059.66,14210.54
3705,2,3705,3.888,2.108,2.9793,7810.14,11038.31
3707,1,3707,3.888,2.108,2.9793,7814.36,11044.27
3708,3,3708,3.888,2.1068,2.9781,7812.01,11042.79
3705,2,3705,3.888,2.1068,2.9781,7805.69,11033.86
3707,1,3707,3.888,2.1068,2.9781,7809.91,11039.82
23344,3,23344,3.888,2.1374,3.0087,49895.47,70235.09
32882,2,32882,3.888,2.1374,3.0087,70281.99,98932.07
28108,1,28108,3.888,2.1374,3.0087,60078.04,84568.54
5380,3,5380,4.07,2.2112,2.9357,11896.26,15794.07
5383,2,5383,4.07,2.2112,2.9357,11902.89,15802.87
5383,1,5383,4.07,2.2112,2.9357,11902.89,15802.87
5858,3,5858,4.07,2.1852,2.9097,12800.9,17045.02
3730,1,3730,4.07,2.1852,2.9097,8150.8,10853.18
3714,3,3714,4.07,2.3763,3.1008,8825.58,11516.37
3714,2,3714,4.07,2.38,3.1045,8839.32,11530.11
9551,3,9551,4.07,2.1954,2.9199,20968.27,27887.96
9545,1,9545,4.07,2.1954,2.9199,20955.09,27870.45
531,3,531,4.07,2.3727,3.0972,1259.9,1644.61
1061,1,1061,4.07,2.3727,3.0972,2517.43,3286.13
3184,2,3184,4.07,2.3656,3.0901,7532.07,9838.88
5306,3,5306,4.07,2.31,3.0345,12256.86,16101.06
3714,3,3714,4.07,2.31,3.0345,8579.34,11270.13
4242,1,4242,4.07,2.31,3.0345,9799.02,12872.35
3712,1,3712,4.07,2.41,3.1345,8945.92,11635.26
21396,0,21396,3.888,2.8089,3.6802,60099.22,78741.56
4755,0,4755,3.888,2.8089,3.6802,13356.32,17499.35
3698,0,3698,4.07,2.6441,3.7432,9777.88,13842.35
4755,0,4755,3.86,2.4191,3.5182,11502.82,16729.04
4755,0,4755,3.86,2.4191,3.5182,11502.82,16729.04
9510,0,9510,3.86,2.4191,3.5182,23005.64,33458.08
4755,0,4755,3.86,2.4191,3.5182,11502.82,16729.04
2113,0,2113,3.888,2.8089,3.6802,5935.21,7776.26
5389,1,5389,4.07,2.2112,2.9357,11916.16,15820.49
6392,1,6392,4.07,2.1954,2.9199,14033,18664
4261,1,4261,4.07,2.31,3.0345,9842.91,12930
3729,1,3729,4.07,2.41,3.1345,8986.89,11688.55
9566,1,9566,3.88,2.2955,3.1668,21958.75,30293.61
9542,1,9542,3.888,2.0961,2.9674,20000.99,28314.93
3711,1,3711,3.888,2.0916,2.9629,7761.93,10995.32
19086,1,19086,3.888,2.0953,2.9666,39990.9,56620.53
11133,1,11133,3.888,2.1771,3.0484,24237.65,33937.84
7422,1,7422,3.888,2.108,2.9793,15645.58,22112.36
3711,1,3711,3.888,2.1068,2.9781,7818.33,11051.73
42516,1,42516,3.888,2.1374,3.0087,90873.7,127917.89
